InspectionID,ReviewText
562,veio conforme o pedido mais o pós venda não respondeu nenhuma das minhas perguntas
565,"Comprei duas mochilas, recebi apenas uma, o natal está chegando e até agora nada!"
568,"O preço foi ótimo, o prazo de entrega que é longo (mais de 1 mês para entregar). Comprei 2 cartuchos e entregaram apenas 1, reclamei e enviaram o outro ainda dentro do prazo de entrega."
578,"comprei um relogio de presente de natal para meu filho e ate agora nao chegou. enviei mensagens e na ultima conversa o relogio chegaria ontem, porem nao recebi nada."
598,"Até agora não recebi nada, a colcha estava prevista para anteontem(18/12) e até agora nada"
600,"Os pincéis vieram amassados, não condiz com algumas fotos, mas condiz com a descrição. São fracos, não cabem na case e um veio descolado"
607,"O produto veio diferente da q mostra na foto, não é de luxo, nem acolchoado como dizia."
621,Comprei 02 só enviaram 01
623,"parece que mantem bem o alimento sem murchar (batata palha) mas a tampa é estranha, parece que não fecha. e o inox da tampa é feio."
625,"Estou aguardando uma resposta até hoje, sobre os meus produtos, já foram pagos e ainda NÃO os recebi, foram 03 iguais e necessito falar com pessoas e NÃO máquina ou gravações."
643,ainda não recebi o produto
644,"Gostaria de receber os produtos corretos, tentei realizar a troca pela devolução de dinheiro no cartão, mas o site da lannister não possibilita que seja realizado."
647,"meu produto veio com defeito,devolvi conforme informado.postado no correio conforme indicado.e até hoje não recebi nenhuma notificação da empresa quanto a devolução e análise para ter meuressarcimento"
649,Só recebemos 1 cartucho já abrimos reclamação no site e ainda não obtive resposta.
652,O tampo da mesa chegou todo amassado e batido.
653,Dentro do prazo porém poderiam agilizar como no meu outro produto que foi entregue em 2 dias.
665,Até o momento eu n recebir o produto
673,Muito bom o produto e preço cobrado!
684,"O aparelho chegou apresentando defeito, não está apresentando todas as funções no visor digital."
686,produto incorreto O produto não está nas medidas corretas indicadas na oferta. Terei q ligar para vcs para troca
687,No aguardo de um retorno urgente.
689,"Produto mais que passou do prazo de entregar, tento resolver o problema com a empresa e não consigo falar com ninguém. Tudo que fazem é me passar para reclamar num sistema que não funciona."
691,Só recebi um produto. Consta que já recebi os dois. Não recebi a sapateira.
693,Deram um prazo muito grande para a entrega do produto e não conseguiram entregar no prazo
694,Excelente produto indico a qualquer pessoa.
699,Não recebi o produto.e agora?
705,Chegou amassado...
712,"comprei tapete de borracha para tr4 mitsubishi a loja entregou um tapete de pvc horrivel
no titulo ta tapete borracha tr4,
me enganaram e agora o que fazer sendo que tem despesa para devoluçao, por"
727,PRODUTO COM DEFEITO SOLICITEI DEVOLUÇÃO. PRODUTO COM DEFEITO
731,"Achei a qualidade do produto muito ruim, não veio nenhuma bucha ou parafuso para fixar na parede."
746,Boa noite as lojas lannister são ótimas adoro o site hoje faço pouquíssima compra pelo frete abusivo infelizmente não compensa como antes mas precisamos comprar obrigada
761,"MEU PRODUTO AINDA NÃO FOI ENTREGUE, JÁ FIZ MINHA RECLAMAÇÃO E ATÉ AGORA NÃO TIVE NENHUMA PREVISÃO DE ENTREGA. ESTOU SUPER INSATISFEITO E QUERO MEU DINHEIRO DE VOLTA. FOI DENUNCIAR AO PROCON."
762,A cortina não é o modelo que pedi. |
763,A impressão está saindo com a tinta fraquinha...
766,Comprei Rosa com Braços Brancos e entregam toda Preta ?
767,Preciso de uma previsão.
772,Bom
786,"Boas Pessoal, a atendente da lannister foi muito atenciosa porém a loja que deveria ter me entregado o produto cancelou a comprar ??? O que será que aconteceu ???"
794,"Comprei uma cadeira, recebi no prazo, porém a cadeira veio quebrada na parte inferior. Poderiam ter um maior cuidado na embalagem."
811,"Recebi outra boneca, quero devolver e não consigo contato! Jamais compraria novamente dessa loja!"
812,"ótima compra
mas o frete nao compensa,pesa no orçamento.
devia ter frete grates"
819,Entrega de encomenda Penso que deveria haver um modo de se comunicar com a empresa caso acontecesse de encomenda não ser entregue
834,"Boa noite , não gostei pois nunca conseguimos falar com vcs pelo telefone"
838,"O produto não atendeu minhas espectativas, pois os potinhos são dificeis de abrir e fechar e a bandeja onde vai os potinhos veio com pontos de ferrugem"
850,Não recebi o jogo na cor tabaco. Só o vermelho.
852,"Nao foi entregue na minha casa , por isso nao gostei , nao tenho tempo de esta indo nos correios.."
860,O produto veio estragado
863,"Minha mercadoria não foi entregue , já paguei a primeira fatura quero cancelar a compra pois paguei o frete e não recebi a mercadoria."
864,PRODUTO PÉSSIMO PRODUTO JA CHEGOU COM DEFEITO NÃO FUCIONOU CONFORME MINHA NECESSIDADE DE USO. INFELIZMENTE ULTIMA COMPRA MINHA TOTALMENTE INSATISFEITO.
867,"Recebi apenas 1 caixa com 100 unidades, e pedi 2 caixas."
870,COMPREI DOIS PENDENTES SÓ CHEGOU UM. PRECISO SABER O QUE FOI QUE HOUVE?
879,Produto veio com amassados e também não está funcionando corretamente.
886,Estou esperando há mais de vinte dias e ainda não recebi meu produto e não consigo nenhuma informação.
889,Estou aguardando posição da empresa para fazer a devolução do produto.
890,Meu produto não chegou
893,fornecedor não enviou o produto correto. solicitei o sabor chocolate e me foi enviado outro sabor.
916,O produto ainda não chegou
925,Entrega atrasada Ainda não recebi o produto...
930,"Na propaganda está escrito Mixer elétrico e veio um portátil que eu tenho três que quebrou por isso eu queria um elétrico, vocês devem especificar melhor os produtos"
935,Comprei 2 produtos  Comprei 2 produtos so mandaram 1 e n mim deram nenhuma justificativa !
946,"Tive problema na entrega, pois não tinha ninguém em casa para receber a mercadoria no horário que passaram."
953,Muito lindo o Relógio!
970,Bom  Muito bom.
981,"Esperava mais, as toalhas poderiam ser mais grossas."
993,"O produto não corresponde ao que eu comprei, a película é muito menor que a tela do celular e não cobre toda a tela."
998,O produto foi encaminhado para cidade de destino no dia 31/03 e até o momento não recebi.
1003,Produto não foi entregue!
1004,Simplesmente não recebi meu produto e nao tenho um posicionamento decente do que acontecerá.
1005,"Não recebi o braço de ducha com desviador, somente a ducha 20x20 com braço de 30cm."
1011,"O produto pode estar com mal funcionamento.
Ou o meu telefone não está conseguindo fazer a leitura."
1018,Loja sem vergonha. Não entregaram o pedido e tiveram a descaração de duErem que eu o cancelei. Porcaria de vendedor. stark escolheu muito mal o seu paeceiro.
1022,"PRODUTO NÃO VEIO CONFORME ESTAVA NO SITE .
MOSTRAVA CALENDÁRIO SITE MAS QUANDO RECEBI VEIO SEM E ESTA DIFÍCIL PARA FAZER A TROCA E ESTORNO DO PRODUTO"
1030,"Comprei dois produtos, sendo que um deles não chegou. Um cabo adaptador de áudio."
1038,"Fornecedor targaryen me mandou um massageador completamente diferente do que comprei, de preço inferior e cheio de avaliações negativas. Ninguém erra mandando um superior né, curioso..Ou seja, n recomendo"
1044,"Muito ruim, não veio um produto e o outro veio errado.."
1045,"ENTRAGOU NO PRIMEIRO DIA ABRI PROTOCOLO PARA DEVOLUÇÃO, PRODUTO DE BAIXA QUALIDADE DEU PROBLEMA NO PRIMEIRO DIA DE USO.

lannister VIROU UM MERCADO LIVRE....6 PEDIDOS 6 PROBLEMAS"
1056,A mercadoria não foi entregue ainda..
1062,"Recebi a encomenda de forma normal e dentro do prazo, contudo, recebi de primeira uma data de entrega estimada e que posterior, a data foi aumentando. Não gostei dessa atitude. Demorou 2 semanas."
1067,Eu pedi q cancelacem antes da nf ser emitida pq eu havia ganhado de presente um igual... não cancelaram... mandaram assim msm... eu pedi quando a nf ainda não tinha sido emitida
1078,"Não recebi o produto completo, comprei quantidade 02 e recebi somente 01. e consta na nota da entrega tem quantidade 02 e com volume 01.
Quero receber a outra sem custo nenhum. Pois o erro não foi me"
1083,"As bolsas são lindas por fora, a cor é bem próxima da foto, mas por dentro não tem o forro da descrição e o acabamento deixou um pouco a desejar, no mais a entrega foi super rápida"
1084,"preciso urgente desta mercadoria, o prazo maximo era até o dia 3 e até agora não chegou"
1092,O produto é de muita baixa qualidade
1095,Demorou mas entregou!
1097,"A compra efetuada foram dois ursos que rezam, um rosa e um azul, recebi somente um dos produtos que adquiri, o rosa, estou aguardando retorno do vendedor, sobre o que ocorreu e se vou receber o outro"
1099,"Produto com defeito apresenta risco por não ser confiável, já eviei e-mail e efetuei ligações e sem retorno."
1100,"De modo geral, é satisfatório por ser gravação em laser. Mas justamente por ser a laser, deixa a desejar quanto a centralização do pingente com a marca, bem como da qualidade da gravação."
1114,"O produto veio sem nota fiscal, tive que solicitar pelo telefone."
1116,O produto não é bom.
1131,"descrição do produto erra a descrição do produto estava errada e não consegui usar o produto ,pedi o cancelamento fazem 15 dias e ainda não obtive resposta"
1142,Não entregou no tempo . Sem pontualidade não da satisfação ao cliente.
1162,meu mosquiteiro veio com dois furos na parte superior e pedir um mosquiteiro King porem nao veio Kiung e sim QUEEM
1165,Muito bom
1168,Produto de baixa qualidade.
1170,me foi enviado o produto errado!
1174,Entrega Parcial. Efetuei a compra e pagamento de duas unidades e recebi apenas uma unidade. Aguardando tratativa.
1181,O quadro foi entregue pelos correios e chegou com uma madeira atrás quebrada e a tela do quadro danificada afundada...ou seja...chegou avariado o produto
1183,"Produto importado, o meu veio com defeito"
1196,Ainda não recebi
1198,o produto é razoavel ! envio do produto embalagem propria! chegou td amassado quase q danificou !
1204,Só gostaria de saber o dia correto da entrega .
1209,Bebedouro Bom dia ... comprei um bebedouro vermelho metálico... é recebi um bebedouro Rosa... obs... meu cachorro é macho...
1211,"Não foi entregue, a primeira vez que acontece isso."
1213,"Produto com avaria Comprei 2 unidades do produto, veio avariado visto que a embalagem é muito fraca, sendo que veio com dois buracos no fundo da panela, devido a pressão que dog colocado em cima dele."
1225,"Eu comprei nas lannister, por se tratar de uma loja de confiança, porém ao chegar o produto descobri que o que foi vendido pela marca Targus, era na verdade um produto falsificado, não confio mais"
1228,Pedido cancelado Pedido foi cancelado e mesmo assim a loja enviou o produto. Devolvi o produto e quero o estorno da compra em meu cartão de crédito.
1229,COMPREI UM JOGO DE PANELAS COM 8 PANELAS E UMA PANELA DE PRESSÃO VERMELHO E PANELAS DO TIPO OVAL. RECEBI UM JOGO COM 6 PANELAS E JOGO DE ESPÁTULAS PRETOS. COISA QUE NÃO PEDI. VEIO APENAS UMA FRIDEIRA.
1232,Não gostei da qualidade do enchimento das almofadas
1238,Quero saber dos demais produtos eram 3 itens
1244,"Não posso dar opinião sobre produto pois não recebi, sobre a loja eu não recomendo, pois atrasa as entregas."
1249,Não recebi o produto
1255,"Bom relógio entrega ruim Produto de qualidade, entrega muito demorada"
1263,produto entregue totalmente diferente do comprado
1271,Ainda estou aguardando
1279,Depende para que eu possa avaliar se resolverem meu problema pos a compra era 4 os correios só entregarão um pacote contendo 2 peneus
1286,"Boa tarde! 
Tive problemas com meu pedido sim! 
Veio o mosqueteiro errado. 
Pedi um de tamanho Queen, que arrastasse até o chão e com o círculo em cima bem grande. Veio pequeno de cama de casal nor"
1290,"Comprei 2 relógios, mas só foi entregue 1"
1292,"A entrega foi antecipado, mais umas das panelas de pressão veio com o suporte quebrado."
1299,"ENTREGA MUITO DEMORADA, COMPREI EM 26/03/2018 E ATÉ AGORA NÃO RECEBI OS PRODUTOS"
1315,O produto enteque veio Errado
1317,"NÃO RECEBI O PRODUTO, O PRODUTO CONSTA COMO ENVIADO PARA O CORREIO DE RIBEIRÃO PRETO. O CORREIO NÃO RECEBEU O PRODUTO. ENVIE VARIAS MENSAGEM PARA A targaryen E NÃO OBTIVE. ESTA targaryen ESTA SUJANDO SEU NOME"
1321,"O produto veio fora da especificação. A calota vendida tinha o símbolo da Citroën, mas a calota veio sem este símbolo."
1327,Então conprei gostei mas nao e tudo isso nao achei q seria melhor
1338,"Produto errado  Pedi duas carteiras. Uma veio com defeito e outra veio errada, ñ é a q pedi.... pedi reembolso e creio q isso correrá bem."
1340,"Motor ótimo, só não vem as cremalheiras junto!"
1377,"Recebi apenas 1 detector de metal e a compra foram de 2 unidades. Como podemos resolver isso?
Aguardo orientações."
1380,Esclarecimento Boa noite na compra diz wireless 150mbs Multilaser mais 3g não teria que vim o modem 3g que conecta no USB nele.
1394,"Comprei dois pares de aliança e chegou apenas duas unidades masculinas em minha casa!
Estou aguardando resposta da empresa para envio das outras duas unidades femeninas que não cheopu!"
1395,"Acho que deveriam mudar o modo de entrega, pois os Correios deixam muito a desejar. Vieram uma única vez entregar meu produto e foi um domingo à tarde e mandaram de volta pro remetente o produto."
1398,ACHO QUE DEVERIA NOS ENFORMAR MAIS RAPIDO ONDE ESTA O PRODUTO
1402,Eu recebi desta loja apenas dois pendentes. Paguei o boleto antecipado e um produto não veio: Trata-se de um Pendente Em Alumínio Meia Bola Medio Escovado no valor de R$ 90 . Quero $ de volta.
1406,Vcs tá deixando a desejar comprei produtos com vcs e vcs demora entregar e ainda cancela o pedido sem autorização
1412,Não recebi uma outra encomenda dessa loja.estou esperando eles me enviarem as duas proteínas de 2kg...
1418,Fiz uma.compra de dois porém os dois tem o mesmo código e só veio um comprei uma colcha que chegou certinho mas não veio a saia da cama box
1425,rapidez na entrega.
1429,mas esta demorando muito desta vez.
1435,Prazo esgotado. Produto ainda não entregue
1443,Não recebi os dois produt Recebi apenas 1 perfume (perfume H2O). O perfume Ototemo NÃO recebi ainda. Estou preocupada pois no pedido consta que recebi dois perfumes!!!
1452,"Defeito O produto chegou bem antes do prazo, mas com defeito, veio quebrado o lugar de fazer o encaixar. Muito bonitinha, mas frágil. Tentei realizar a troca pelo site e não consegui."
1454,ainda nao recebi e a ultima informacao sobre p produto e do dia 08/12/2017.
1455,O película de vidro veio com defeito e não estou conseguindo resolver o problema.
1459,Eu adorei muito.
1466,Bom
1476,"Minha mercadoria era para levar mais ou menos 20 dias para chegar, demorou quase dois meses!!!!!"
1479,"O PRODUTO É BOM, MAS QUASE 2 MESES PARA RECEBER !!!!"
1480,Só veio uma capa comprei 3 aí paguei. Mais de 100 reais por uma capa
1485,"Não é original, infelizmente o pós vendas da stark é extremamente ruim, pois já entrei em contato e até agora nada, aí consegui ligar para o fornecedor parceiro que já devolveu o dinheiro."
1492,Atraso na data de entrega Já entrei em contato com a lannister pelo telefone e eles me falam q vai mandar o link direto com o parceiro pra eu saber detalhes da entrega da conta e esse link n veio. Péssimo suporte ao cliente
1495,Apesar do tamanho a escova é leve e de fácil manuseio
1504,Não recebi o produto não recebi uma justificativa do vendedor. entrei em contato mas até agora não obtive uma resposta.
1518,Recebi a jarra da Cafeteria mas a mesma não é o modelo que comprei. Eu comprei a jarra da cafeteira Electrolux CMM20 e a que recebi não é desse modelo da Cafeteria.
1524,Ainda não recebi minha capa de sofá tô aguardando
1538,"Ainda não recebi o produto... varios dias que fiz a compra. entrega demorada pelas compras que faço online, ainda estou aguardando a entrega"
1542,Bom acabamento Não instalei ainda
1551,Infelizmente compensa pagar um pouco mais e comprar em loja física na sua cidade todas as lojas inclusive stark estão com péssimo prazo de entrega dos produtos!
1560,Só ñ gostei de uma coisa o relógio está só parando com bateria fraca está novicimo esse relógio e já está parando
1568,Muito bom
1582,"Já solicitei devolução do produto. Veio amassado, parece que houve uma queda"
1583,Não recebi o produto que comprei e paguei.
1592,"O mp3 player é muito bonito e pequeno. Contudo, o som dele é muito ruim, com ruídos e chiados. Troquei o fone de ouvido pelo da apple, mas não mudou nada. O problema é na qualidade do produto mesmo."
1604,"Troca / devolução a experiência de compra on-line e a entrega foram boas, porém o produto não atendeu às expectativas e estou tendo dificuldades com a troca /devolução."
1614,Ainda não recebi. Como faço?
1615,Recebi o produto errado. Comprei original e recebi produtos paralelos. Reciclados. Picareta
1619,"Produto entregue divergente do adquirido e não deram resposta a solicitação feita no site. Trata-se de presente e não pude entregar, aguardo troca do mesmo."
1623,O produto está com problemas (defeito).
1624,"Comprei duas bonecas baby kiss Sid nil dia 07/12/17 e eles entregaram somente 1 boneca ,não veio junto nota fiscal,caixa amassada e também não consigo contato com a lannister o telefone só da ocupado"
1649,"O produto foi entregue no prazo, até uma semana antes, porém houve um imprevisto na minha entrega, tentei entrar em contato várias vezes sem nenhum sucesso, fiquei mais de semana sem saber de nada."
1663,targaryen A capa é muito boa para o celular mas e película inclusa é de muita péssima qualidade.
1667,Mercadoria não entregue Não posso avaliar o que não recebi
1672,Veio quebrado e faltando peça
1673,Recebi o produto de outro modelo. Desatenção por parte do distribuidor :(
1680,Mudarei a avaliação se tudo der certo .
1683,Relógio que comprei foi uma replica do original.
1704,Produto errado
1717,Produto veio diferente  Produto veio diferente ao anuncuado. Liguei e só esperando o código para a devolução do produto e reembolso do valor pago.
1718,"Parabéns entrega antes da data prevista, um produto bom e barato som do produto muito bom corrir com ele não me incomodo não ficou caindo ou folgando no meu ouvido olha que corrir 8 km recomendo."
1726,"Falta de respeito com consumidor; produto mal embalado, vidros sem lacre vazando; náo recebi autorização de devolução, mesmo tendo reclamado no dia da entrega; o pior, terei que levar ao correio"
1752,"Pensei que o defletor era uma grande placa, porém são 3 pequenas peças, que se encaixam uma na outra. sinceramente não gostei pois no mercado há opção de peça única, mais bonita e com melhor design."
1754,não fiquei satisfeito com o material do produto
1756,RECOMENDO
1757,Mais agilidade na entrega
1760,"Ate agora nao revebi o produto.
Espero que ao menos a pontuação tenha sido feita de acordo com a promoção."
1768,Me venderam um produto que não tinham para entregar
1771,"A estampa é muito bonita, mas o enchimento é muito ruim ."
1773,O botão para abrir o carro não está funcionando.
1775,Bom produto
1782,"só recebi um dos produtos...
até o momento não recebi o Conjunto Quadros Decorativos Fé Amor Família com Vidro A4 ...
no aguardo"
1790,bom
1802,Boa tarde meu produto veio faltando peças e do tempo que compro pela lojas lannister sempre veio certinho e dessa vez não
1805,Não recebi  Tá demorando mt
1809,"Infelizmente o produto veio com defeito, a mídia esta corrompida....Perdi a troca pois inutilizei a embalagem sem antes testar, o que me deixa incapacitado de trocar..."
1826,"Você paga 2 e recebe 1 ROUBO! Na nota fiscal são 2 unidades mas no embrulho vem apenas UMA.
Querem cobrar sem entregar?"
1832,NAO ENVIOU O MEU PEDIDO
1847,"Material do produto bom, porém não cabe perfeitamente."
1859,"Desta compra não gostei. Veio um relógio feminino no lugar do relógio masculino que eu pedi, fiz o cancelamento e a devolução do que eu recebi e também sobre o estorno e não recebi nenhuma resposta."
1874,"Capa veio na cor errada Comprei a capa de cor preta, porém recebi em 23/07/2018 na cor branca, gostaria de trocar, visto que o produto veio na cor errada."
1875,"Não recebi o produto na data prevista, enviei várias mensagens p informações, ja q no rastreamento estava parado há 3 semanas, simplesmente não gostei e não recomendo entrega da targaryen"
1885,Eu comprei 2 unidades do papel de parede. Mas só Chegou 1 rolo. Como resolver essa situação m
1905,"No site da lannister a data de entrega seria 04/01, mas no código de rastreio o produto foi postado no correio no dia 04/01, ou seja, o produto ainda está em trânsito no dia de hoje 06/01."
1925,quero o meu produto
1927,O produto chegou rasgado
1928,"O produto é feito de um material de Boa qualidade, mas é muito difícil colocar a lâmina de uma forma precisa no navalhete podendo até se ferir na hora de colocar ou retirar a lâmina!"
1934,"Entregaram os produtos, mas, Não cumpriram o prazo de entrega passou do prazo."
1937,"Minha compra veio pela metade , comprei uma capinha de celular e uma película de vidro somente veio a capinha a película não veio"
1939,Motivo q um dos fones n consigo sintonizar rádio FM da cor preta n restante parece bom.
1941,"Demora, produto nao entregue!"
1948,Bom produto.
1959,"Dois dias após o prazo, um mês após a compra e nada do produto chegar!! Frete caro e ineficiente!!"
1966,"Recebi o produto com cx aberta , sem lacre, sem nota fiscal, sem pedido de compra e com remetente diferente do anuncio. Quero devolucao do dinheiro. Descontentamento"
1972,Foi entregue uma quantidade do produto. Sendo que pedi duas quantidades
2002,"PRODUTO DIFERENTE  Recebi uma escova de outra marca.
Não consigo resolver o problema.
Péssimos atendimentos das lojas lannister e parceira!!!"
2011,"Recomendo  Chegou bem rápido e parece ser bom, só vou descobrir com o uso, a capa para o sofá de 3 lugares veio um pouco menor a largura veio 1,46, mas a de 2 lugares veio no tamanho certo."
2025,"O pedido não foi feito no dia 03/7, como consta neste formulário.
Até que o produto seja entregue, não tenho como recomendar a loja.
Há que aguardar."
2026,Gente ainda não recebi minha encomenda. Como fasso pra vocês enviarem de novo
2046,"Poderia ter vindo melhor embalado, o relógio chegou com alguns riscos mas é um ótimo produto"
2073,recomendo a loa pois cumpriu o prazo certinho mas o produto é muito ruim...pessima qualidade.
2080,"Recebi a fonte correta, porém o cabo de energia estava com um dos dentes da tomada partido, fora isso testei a fonte e funcionou perfeitamente"
2089,"Comprei a capinha, paguei o frete caro e quando recebo o produto não veio a cor na qual eu havia comprado. Decidi não devolver, pelo custo adicional e demora na entrega do produto correto."
2093,"Péssimo atendimento Recebi produto errado à uma semana. Aceitei mas o valor do produto entregue é menor. Pedi reembolso mas até agora nada, faz 9 dias já"
2095,recebi 2 dos 3 produtos desejados
2096,"Produto não foi entregue, entregaram somente um envelope vazio, sem nada, nem um papel dentro, um absurdo, puro golpe, caso de POLICIA."
2119,"esperava pelo preço que o produto fosse melhor.
o material é de baixa qualidade e a tampa fica meio solta. não gostei pelo preço absurdo. nao vale a pena."
2124,Recebi metade do material.
2132,Nao consegui fazer contato com o fornecedor para solicitar a troca. Veio o modeo errado do relógio
2141,"Comprei um produto pra entregar na minha casa,paguei frete,e deixaram no correio pra retirar, não é certo,porq cobram frete então?"
2155,"O produto não foi entregue na minha casa
Tive q ir buscar na agência
Paguei 20 reais de frete é ainda assim não recebi em casa"
2160,Veio com defeitos
2169,"O tecido não era oq eu esperava, parece uma borracha, igual aos plásticos q forravamos as mesas em tempo do colégio. Abri apenas uma e a outra nem abri, por favor me façam a troca deste priduto"
2175,Produto bom  O tamanho é pequeno e percebi depois que no anúncio não dá destaque as dimensões do produto. Deixa a desejar
2181,To esperando até agora nunca recebi nenhum relógio eu comprei não recomendado essa loja
2183,ESPERO NUNCA MAIS COMPRAR E TER QUE RESPONDER ESSE TIPO DE AVALIAÇÃO
2187,as imagens mostrava foto diferente do produto que recebi.
2188,Comprei com a voltagem 220 e veio 110v
2196,"Apesar da entrega dentro do prazo, o tempo é longo comparando-se anoutras compras que costumo fazer via internet"
2210,"Produto Mal feito Produto mal feito, torto, com as soldas mal feitas."
2211,"Produto com defeito 
Comprei um produto que está com defeito e não consigo trocar da erro no site."
2224,"O relógio chegou sem funcionar, e não é original Oakley."
2226,no site dizia que chegaria até 13/03 e ainda não chegou!
2230,"Não realiza o que promete, depois de instalado fica vazando pelo cartucho, mesmo seguindo as instruções, não vale a pena, dinheiro jogado fora."
2232,A entrega está atrasada e sem previsão de quando vai chegar
2237,AINDA NAO RECEBI MINHA MAQUINA DE SOLDA
2241,Recomendo Tudo ok
2245,"Recomendo  Sempre comprei e não tiver problema, porém dessa vem sim meus produtos não chegou até agora"
2276,"Data prevista para entrega 17/5, estamos com urgência desse produto e nada."
2277,"O produto chegou. Porem a embalagem estava aberta e em um dos braços da cadeira o encaixa do parafuso estava quebrado . Fora isso, o prazo de entrega foi bom."
2281,Não recebi até agora a mercadoria.
2292,bom o produto é bom a entrega é rapida;mas frete muito caro.
2300,"preciso receber esse produto , deve ter sido entregue a outra pessoa"
2317,Não cumpriu o prazo de entrega. Já se passaram dois dias do combinado.
2337,. O produto nao vem na embalagem origiaal e simplismente foi colocado uma gota de uma base qualquer em um tubinho de plastico que nao é a original simplesmente anuncio verdadeiramente enganacao.
2338,"A compra foi feita em 30/06/17 e previsão de entrega era 13/07/17. Estamos no dia 17/07/17 e até agora nada.
Esquema de entrega dessa loja é um fracasso."
2345,"Informação\preocupada Minha avaliação ta sendo esta pq aqui aparece q recebi o produto e ainda não chegou em casa.Por favor, queria saber o q está acontecendo ???
Atenciosamente, 
Juliana"
2346,Diferente Material inferior ao que demonstrava na imagem.
2347,Foi uma compra que chegou antes da data marcada.gostei do produto e recomendo.
2352,Horrível  Comprei uma coisa e me entregaram outra e não consigo fazer a troca e não consigo falar com a central !
2362,Apenas a caixa do produto veio avariada.
2364,Mais de mês que comprei e não tive nenhum retorno.
2366,"bem, nao fiquei muito satisfeita porque comprei errado, nao queria lençol de solteiro para berço e sim lençol de solteiro.O pano dos lençois nao é de boa qualidade."
